"MTU (CET/CEST)","Day-ahead Price [EUR/MWh]","Currency","BZN|DE-LU"
"01.04.2023 00:00 - 01.04.2023 00:15","109.93","EUR"
"01.04.2023 00:15 - 01.04.2023 00:30","92.41","EUR"
"01.04.2023 00:30 - 01.04.2023 00:45","51.90","EUR"
"01.04.2023 00:45 - 01.04.2023 01:00","30.80","EUR"
"01.04.2023 01:00 - 01.04.2023 01:15","92.41","EUR"
"01.04.2023 01:15 - 01.04.2023 01:30","71.80","EUR"
"01.04.2023 01:30 - 01.04.2023 01:45","36.93","EUR"
"01.04.2023 01:45 - 01.04.2023 02:00","23.80","EUR"
"01.04.2023 02:00 - 01.04.2023 02:15","63.76","EUR"
"01.04.2023 02:15 - 01.04.2023 02:30","58.41","EUR"
"01.04.2023 02:30 - 01.04.2023 02:45","36.65","EUR"
"01.04.2023 02:45 - 01.04.2023 03:00","44.98","EUR"
"01.04.2023 03:00 - 01.04.2023 03:15","57.42","EUR"
"01.04.2023 03:15 - 01.04.2023 03:30","22.60","EUR"
"01.04.2023 03:30 - 01.04.2023 03:45","30.08","EUR"
"01.04.2023 03:45 - 01.04.2023 04:00","42.00","EUR"
"01.04.2023 04:00 - 01.04.2023 04:15","20.09","EUR"
"01.04.2023 04:15 - 01.04.2023 04:30","17.58","EUR"
"01.04.2023 04:30 - 01.04.2023 04:45","32.67","EUR"
"01.04.2023 04:45 - 01.04.2023 05:00","49.91","EUR"
"01.04.2023 05:00 - 01.04.2023 05:15","1.28","EUR"
"01.04.2023 05:15 - 01.04.2023 05:30","6.99","EUR"
"01.04.2023 05:30 - 01.04.2023 05:45","49.02","EUR"
"01.04.2023 05:45 - 01.04.2023 06:00","89.03","EUR"
"01.04.2023 06:00 - 01.04.2023 06:15","58.61","EUR"
"01.04.2023 06:15 - 01.04.2023 06:30","52.45","EUR"
"01.04.2023 06:30 - 01.04.2023 06:45","49.97","EUR"
"01.04.2023 06:45 - 01.04.2023 07:00","50.04","EUR"
"01.04.2023 07:00 - 01.04.2023 07:15","34.51","EUR"
"01.04.2023 07:15 - 01.04.2023 07:30","54.94","EUR"
